bin,problem_type,instance,blowup,config,solver_id,status,exit_code,solveTime,flatTime,nodes,failures,restarts,propagations,nogoods,AverageLearnedNogoodLength,AverageLbd,AverageBacktrackAmount,layered_multigraph_sync_ms,nfa_glushkov_ms,nfa_glushkov_states,nfa_rbisim_ms,nfa_rbisim_states,dfa_subset_ms,dfa_subset_states,dfa_min_ms,dfa_min_states
0_low_blowup,nonogram,nonogram_10,1.0403225806451613,nfa,nl.tudelft.algorithmics.pumpkin-regular,TIMEOUT,0,1199.6186191,0.388286,7104,6512,0,451682,6512,32.340448402948404,8.367168304668304,0,26654.5439,40.098299999726805,2231,126.08559999898716,1612,10.2375999990727,2231,148.30769999957738,1677
0_low_blowup,nonogram,nonogram_10,1.0403225806451613,dfa,nl.tudelft.algorithmics.pumpkin-regular,TIMEOUT,0,1185.0070731,14.7725,9877,9090,0,630271,9090,32.88415841584158,8.502310231023102,0,37843.0193,40.098299999726805,2231,126.08559999898716,1612,10.2375999990727,2231,148.30769999957738,1677
0_low_blowup,nonogram,nonogram_13,1.04704875962361,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,4.3090919,0.272915,80,69,0,4300,69,10.144927536231885,4.753623188405797,0,227.9643,30.085500000723187,1627,87.81839999892327,1169,7.836799999722643,1627,95.60469999996712,1224
0_low_blowup,nonogram,nonogram_13,1.04704875962361,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,3.654555,0.264253,80,69,0,4280,69,10.144927536231885,4.753623188405797,0,228.8441,30.085500000723187,1627,87.81839999892327,1169,7.836799999722643,1627,95.60469999996712,1224
0_low_blowup,nonogram,nonogram_14,1.0431344356578,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,5.8066572,0.261597,22,10,0,1517,10,7,4.1,0,117.1018,35.53929999998218,1930,94.02570000202104,1391,8.927999999514213,1930,123.59760000072129,1451
0_low_blowup,nonogram,nonogram_14,1.0431344356578,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,4.7802603999999995,0.276415,22,10,0,1518,10,7,4.1,0,115.5044,35.53929999998218,1930,94.02570000202104,1391,8.927999999514213,1930,123.59760000072129,1451
0_low_blowup,nonogram,nonogram_15,1.0515463917525774,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,2.7164894,0.249345,21,13,0,1322,13,4.538461538461538,2.3846153846153846,0,78.078,24.707500000886284,1356,64.26219999957539,970,6.172499999365755,1356,60.94169999937549,1020
0_low_blowup,nonogram,nonogram_15,1.0515463917525774,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,2.145379,0.249049,21,13,0,1322,13,4.538461538461538,2.3846153846153846,0,80.1508,24.707500000886284,1356,64.26219999957539,970,6.172499999365755,1356,60.94169999937549,1020
0_low_blowup,nonogram,nonogram_17,1.0497737556561086,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,24.6949777,0.256616,276,240,0,19434,240,31.845833333333335,5.825,0,1205.1504,27.800200000001496,1533,61.711699998795666,1105,6.966199998942102,1533,85.81780000031358,1160
0_low_blowup,nonogram,nonogram_17,1.0497737556561086,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,16.2981399,0.276444,273,238,0,19342,238,31.5,5.8277310924369745,0,1198.0264,27.800200000001496,1533,61.711699998795666,1105,6.966199998942102,1533,85.81780000031358,1160
