bin,problem_type,instance,blowup,config,solver_id,status,exit_code,solveTime,flatTime,nodes,failures,restarts,propagations,nogoods,AverageLearnedNogoodLength,AverageLbd,AverageBacktrackAmount
1_medium_blowup,regex,regex_12,9.892857142857142,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.0035521,0.32108,19,0,0,22,0,0,0,0
1_medium_blowup,regex,regex_12,9.892857142857142,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.0244109,0.331606,19,0,0,22,0,0,0,0
1_medium_blowup,regex,regex_12,9.892857142857142,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,0.0044579,0.364438,74,3,0,1294,3,13.66666666666667,5,0
1_medium_blowup,regex,regex_13,8.545454545454545,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.0015743,0.411559,15,0,0,18,0,0,0,0
1_medium_blowup,regex,regex_13,8.545454545454545,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.0201138,0.325901,15,0,0,18,0,0,0,0
1_medium_blowup,regex,regex_13,8.545454545454545,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,0.0005337,0.335418,9,0,0,435,0,0,0,0
1_medium_blowup,regex,regex_24,9.470588235294118,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.0179782,0.344339,46,0,0,49,0,0,0,0
1_medium_blowup,regex,regex_24,9.470588235294118,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.5996795,0.377553,46,0,0,49,0,0,0,0
1_medium_blowup,regex,regex_24,9.470588235294118,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,0.0256098,0.343123,702,2,0,4137,2,106.5,3,0
1_medium_blowup,regex,regex_43,5.375,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.0019345,0.363847,14,0,0,17,0,0,0,0
1_medium_blowup,regex,regex_43,5.375,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.0091405,0.405253,14,0,0,17,0,0,0,0
1_medium_blowup,regex,regex_43,5.375,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,0.0011291,0.326668,26,3,0,526,3,3,2.666666666666667,0
1_medium_blowup,regex,regex_46,2.2916666666666665,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.0051183,0.402044,25,0,0,28,0,0,0,0
1_medium_blowup,regex,regex_46,2.2916666666666665,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.0187168,0.340184,25,0,0,28,0,0,0,0
1_medium_blowup,regex,regex_46,2.2916666666666665,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,0.0055024,0.360022,127,17,0,981,17,104.6470588235294,16.52941176470588,0
1_medium_blowup,regex,regex_5,6.925,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.0131829,0.391022,38,0,0,41,0,0,0,0
1_medium_blowup,regex,regex_5,6.925,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.1937579,0.338916,38,0,0,41,0,0,0,0
1_medium_blowup,regex,regex_5,6.925,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,0.0024402,0.35996,29,1,0,872,1,4,4,0
1_medium_blowup,shift_scheduling,shift_scheduling_11,2.9393939393939394,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.0730088,0.38507,25,0,0,56,0,0,0,0
1_medium_blowup,shift_scheduling,shift_scheduling_11,2.9393939393939394,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.261464,0.412035,25,0,0,56,0,0,0,0
1_medium_blowup,shift_scheduling,shift_scheduling_11,2.9393939393939394,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,0.0016928,0.435634,25,0,0,1737,0,0,0,0
1_medium_blowup,shift_scheduling,shift_scheduling_23,3.198019801980198,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.0281048,0.365818,11,1,0,46,1,6,6,0
1_medium_blowup,shift_scheduling,shift_scheduling_23,3.198019801980198,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.0849942,0.369795,11,1,0,46,1,6,6,0
1_medium_blowup,shift_scheduling,shift_scheduling_23,3.198019801980198,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,0.0019253,0.376459,11,1,0,1132,1,243,6,0
1_medium_blowup,shift_scheduling,shift_scheduling_29,3.0,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.2021854,0.360185,32,1,0,109,1,27,27,0
1_medium_blowup,shift_scheduling,shift_scheduling_29,3.0,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.9034062,0.389292,32,1,0,109,1,27,27,0
1_medium_blowup,shift_scheduling,shift_scheduling_29,3.0,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,0.0036359,0.40405,32,1,0,3334,1,3,2,0
1_medium_blowup,shift_scheduling,shift_scheduling_6,2.4408602150537635,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.0963609,0.361695,24,0,0,81,0,0,0,0
1_medium_blowup,shift_scheduling,shift_scheduling_6,2.4408602150537635,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.3778711,0.349958,24,0,0,81,0,0,0,0
1_medium_blowup,shift_scheduling,shift_scheduling_6,2.4408602150537635,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,0.0024589,0.331766,24,0,0,2466,0,0,0,0
2_high_blowup,regex,regex_10,19.0,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.0117866,0.352087,35,0,0,38,0,0,0,0
2_high_blowup,regex,regex_10,19.0,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.6440342,0.407484,35,0,0,38,0,0,0,0
2_high_blowup,regex,regex_10,19.0,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,0.4823057,0.363408,5383,115,0,17370,115,1290.495652173913,230.2434782608696,0
2_high_blowup,regex,regex_35,35.48888888888889,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.0189305,0.352812,44,0,0,47,0,0,0,0
2_high_blowup,regex,regex_35,35.48888888888889,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,2.4545499,0.428544,44,0,0,47,0,0,0,0
2_high_blowup,regex,regex_35,35.48888888888889,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,0.2949271,0.413809,3606,3,0,7967,3,2034,6.333333333333333,0
2_high_blowup,regex,regex_47,36.717948717948715,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.020897,0.367753,41,0,0,44,0,0,0,0
2_high_blowup,regex,regex_47,36.717948717948715,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,2.8851754,0.385525,41,0,0,44,0,0,0,0
2_high_blowup,regex,regex_47,36.717948717948715,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,0.0206146,0.424234,31,0,0,1215,0,0,0,0
2_high_blowup,regex,regex_52,47.97826086956522,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.0331706,0.407082,60,0,0,63,0,0,0,0
2_high_blowup,regex,regex_52,47.97826086956522,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,12.007503,0.372663,60,0,0,63,0,0,0,0
2_high_blowup,regex,regex_52,47.97826086956522,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,1.6004363,0.40679,6117,26,0,12477,26,7187.346153846154,464.8461538461539,0
2_high_blowup,regex,regex_59,28.535714285714285,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.0033132,0.337234,19,0,0,22,0,0,0,0
2_high_blowup,regex,regex_59,28.535714285714285,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.1335298,0.425063,19,0,0,22,0,0,0,0
2_high_blowup,regex,regex_59,28.535714285714285,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,0.0187641,0.342839,203,4,0,1874,4,504.75,4.5,0
2_high_blowup,regex,regex_68,20.217391304347824,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.0046152,0.383647,22,0,0,25,0,0,0,0
2_high_blowup,regex,regex_68,20.217391304347824,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.1492183,0.381638,22,0,0,25,0,0,0,0
2_high_blowup,regex,regex_68,20.217391304347824,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,0.3125115,0.387523,373,167,0,3625,167,1043.778443113772,83.87425149700599,0
2_high_blowup,regex,regex_69,12.934782608695652,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.0207004,0.395178,40,0,0,43,0,0,0,0
2_high_blowup,regex,regex_69,12.934782608695652,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.5150346,0.372341,40,0,0,43,0,0,0,0
2_high_blowup,regex,regex_69,12.934782608695652,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,0.2933262,0.43631,2724,26,0,7880,26,1743.384615384615,48.96153846153846,0
2_high_blowup,regex,regex_7,12.708333333333334,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.0014038,0.402953,14,0,0,17,0,0,0,0
2_high_blowup,regex,regex_7,12.708333333333334,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.019406,0.399062,14,0,0,17,0,0,0,0
2_high_blowup,regex,regex_7,12.708333333333334,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,0.0017644,0.341474,16,1,0,527,1,4,4,0
2_high_blowup,regex,regex_90,43.06666666666667,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.0015982,0.373904,13,0,0,16,0,0,0,0
2_high_blowup,regex,regex_90,43.06666666666667,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.040312,0.402637,13,0,0,16,0,0,0,0
2_high_blowup,regex,regex_90,43.06666666666667,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,0.0010099,0.353149,8,0,0,440,0,0,0,0
2_high_blowup,regex,regex_92,45.43478260869565,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.0220472,0.402772,40,0,0,43,0,0,0,0
2_high_blowup,regex,regex_92,45.43478260869565,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,2.2635725,0.410408,40,0,0,43,0,0,0,0
2_high_blowup,regex,regex_92,45.43478260869565,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,0.7656157,0.393266,3193,26,0,8603,26,4493.461538461538,99,0
