bin,problem_type,instance,blowup,config,solver_id,status,exit_code,solveTime,flatTime,nodes,failures,restarts,propagations,nogoods,AverageLearnedNogoodLength,AverageLbd,AverageBacktrackAmount,layered_multigraph_sync_ms,nfa_glushkov_ms,nfa_glushkov_states,nfa_rbisim_ms,nfa_rbisim_states,dfa_subset_ms,dfa_subset_states,dfa_min_ms,dfa_min_states
0_low_blowup,nonogram,nonogram_29,1.0443131462333826,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,1.7521232,0.273832,182,121,0,10735,121,29.140495867768596,6.454545454545454,0,802.9958,35.129299998970964,1890,91.87340000016775,1354,8.868800000527699,1890,122.77290000065477,1414
0_low_blowup,nonogram,nonogram_29,1.0443131462333826,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,1.2575584,0.452192,1407,771,0,1010956,771,81.87418936446174,8.298313878080416,0,,35.129299998970964,1890,91.87340000016775,1354,8.868800000527699,1890,122.77290000065477,1414
0_low_blowup,nonogram,nonogram_30,1.053475935828877,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.3791678,0.259902,76,56,0,3446,56,5.571428571428571,3.625,0,162.8922,24.999800000841788,1308,51.59510000044065,935,5.998099999942497,1308,70.36269999957767,985
0_low_blowup,nonogram,nonogram_30,1.053475935828877,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.3924138,0.262092,76,56,0,3463,56,5.571428571428571,3.625,0,167.3433,24.999800000841788,1308,51.59510000044065,935,5.998099999942497,1308,70.36269999957767,985
0_low_blowup,nonogram,nonogram_30,1.053475935828877,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,0.345213,0.390805,613,359,0,469875,359,39.286908077994426,5.537604456824512,0,,24.999800000841788,1308,51.59510000044065,935,5.998099999942497,1308,70.36269999957767,985
0_low_blowup,nonogram,nonogram_39,1.0436681222707425,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.5638475,0.29999,60,49,0,3857,49,15.857142857142858,4.408163265306122,0,284.5425,35.51360000005843,1896,92.00120000127754,1374,8.860300000151256,1896,127.88719999912246,1434
0_low_blowup,nonogram,nonogram_39,1.0436681222707425,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.5732071,0.272806,60,49,0,3857,49,15.857142857142858,4.408163265306122,0,285.5227,35.51360000005843,1896,92.00120000127754,1374,8.860300000151256,1896,127.88719999912246,1434
0_low_blowup,nonogram,nonogram_39,1.0436681222707425,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,7.174116,0.480233,2792,1911,0,3115259,1911,154.19204604918892,11.593929879644165,0,,35.51360000005843,1896,92.00120000127754,1374,8.860300000151256,1896,127.88719999912246,1434
0_low_blowup,nonogram,nonogram_42,1.0526315789473684,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.1010025,0.271527,23,7,0,996,7,15.714285714285714,5.571428571428571,0,58.1775,24.95500000031825,1318,50.62760000009803,950,5.961200000001554,1318,69.23810000057529,1000
0_low_blowup,nonogram,nonogram_42,1.0526315789473684,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.1080539,0.282624,23,7,0,996,7,15.714285714285714,5.571428571428571,0,60.7731,24.95500000031825,1318,50.62760000009803,950,5.961200000001554,1318,69.23810000057529,1000
0_low_blowup,nonogram,nonogram_42,1.0526315789473684,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,0.0589976,0.406234,157,74,0,82492,74,38.66216216216216,7.121621621621622,0,,24.95500000031825,1318,50.62760000009803,950,5.961200000001554,1318,69.23810000057529,1000
0_low_blowup,nonogram,nonogram_43,1.0416133162612036,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,10.2484691,0.285285,420,365,0,31673,365,72.04931506849314,9.479452054794521,0,4976.8206,38.748200000327415,2169,108.88219999856119,1562,9.839400000601017,2169,140.71619999958784,1627
0_low_blowup,nonogram,nonogram_43,1.0416133162612036,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,10.8166429,0.280599,420,365,0,31691,365,72.06027397260274,9.484931506849316,0,5160.6725,38.748200000327415,2169,108.88219999856119,1562,9.839400000601017,2169,140.71619999958784,1627
0_low_blowup,nonogram,nonogram_43,1.0416133162612036,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,5.2693509,0.496181,2221,1491,0,2310680,1491,145.41381623071763,9.263581488933601,0,,38.748200000327415,2169,108.88219999856119,1562,9.839400000601017,2169,140.71619999958784,1627
0_low_blowup,nonogram,nonogram_44,1.0395136778115501,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.3369125,0.278121,34,20,0,2035,20,10.2,2.75,0,158.404,40.647400000807465,2275,127.62720000000627,1645,10.355699999763601,2275,139.49399999955858,1710
0_low_blowup,nonogram,nonogram_44,1.0395136778115501,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.3609286,0.285268,34,20,0,2033,20,10.2,2.75,0,166.3037,40.647400000807465,2275,127.62720000000627,1645,10.355699999763601,2275,139.49399999955858,1710
0_low_blowup,nonogram,nonogram_44,1.0395136778115501,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,0.1314929,0.49588,211,99,0,186470,99,57.38383838383838,7.515151515151516,0,,40.647400000807465,2275,127.62720000000627,1645,10.355699999763601,2275,139.49399999955858,1710
0_low_blowup,nonogram,nonogram_47,1.0483304042179262,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.111151,0.279681,8,3,0,987,3,2.6666666666666665,2.6666666666666665,0,69.4343,28.45400000023801,1567,62.90810000109559,1138,7.030700000086654,1567,85.13370000127907,1193
0_low_blowup,nonogram,nonogram_47,1.0483304042179262,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.1116768,0.278216,8,3,0,987,3,2.6666666666666665,2.6666666666666665,0,65.5713,28.45400000023801,1567,62.90810000109559,1138,7.030700000086654,1567,85.13370000127907,1193
0_low_blowup,nonogram,nonogram_47,1.0483304042179262,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,0.13807,0.416121,241,140,0,209126,140,31.37857142857143,4.085714285714285,0,,28.45400000023801,1567,62.90810000109559,1138,7.030700000086654,1567,85.13370000127907,1193
0_low_blowup,nonogram,nonogram_52,1.043891733723482,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,171.4710668,0.278888,9159,7964,0,696446,7964,33.13611250627825,8.849447513812155,0,70779.4892,34.67770000065684,1896,89.3327999988287,1367,8.516399999280111,1896,119.41359999946144,1427
0_low_blowup,nonogram,nonogram_52,1.043891733723482,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,99.1328637,0.281193,9164,7961,0,695234,7961,33.3427961311393,8.808566762969477,0,41550.9044,34.67770000065684,1896,89.3327999988287,1367,8.516399999280111,1896,119.41359999946144,1427
0_low_blowup,nonogram,nonogram_52,1.043891733723482,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,98.776227,0.503297,44048,37993,0,74920192,37993,86.2150396125602,10.98094385807912,0,,34.67770000065684,1896,89.3327999988287,1367,8.516399999280111,1896,119.41359999946144,1427
0_low_blowup,nonogram,nonogram_53,1.0412960609911055,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.8478351,0.283282,88,50,0,4482,50,38.34,7.24,0,401.2327,39.20979999907104,2187,121.00939999982074,1574,10.131700001011268,2187,145.3023999999914,1639
0_low_blowup,nonogram,nonogram_53,1.0412960609911055,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.870643,0.288469,88,50,0,4497,50,38.34,7.24,0,398.2879,39.20979999907104,2187,121.00939999982074,1574,10.131700001011268,2187,145.3023999999914,1639
0_low_blowup,nonogram,nonogram_53,1.0412960609911055,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,1.312934,0.507913,994,625,0,806226,625,114.6624,12.16,0,,39.20979999907104,2187,121.00939999982074,1574,10.131700001011268,2187,145.3023999999914,1639
0_low_blowup,nonogram,nonogram_55,1.043827611395179,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,1.8963482,0.281535,198,162,0,12203,162,42.925925925925924,9.12962962962963,0,862.0659,35.193199998957425,1906,90.79959999849052,1369,8.697100000517821,1906,122.78860000037639,1429
0_low_blowup,nonogram,nonogram_55,1.043827611395179,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,1.9397833,0.294585,198,162,0,12182,162,42.925925925925924,9.12962962962963,0,877.9617,35.193199998957425,1906,90.79959999849052,1369,8.697100000517821,1906,122.78860000037639,1429
0_low_blowup,nonogram,nonogram_55,1.043827611395179,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,3.9868063,0.452524,2689,1852,0,2959940,1852,161.72624190064795,13.624190064794817,0,,35.193199998957425,1906,90.79959999849052,1369,8.697100000517821,1906,122.78860000037639,1429
0_low_blowup,nonogram,nonogram_66,1.041427660930529,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,9.2412543,0.285002,691,596,0,46970,596,43.15604026845637,7.62248322147651,0,3902.3282,39.151799999217474,2161,108.0229999997755,1569,9.89400000025853,2161,141.19860000096196,1634
0_low_blowup,nonogram,nonogram_66,1.041427660930529,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,8.8876082,0.338993,690,594,0,46876,594,43.08754208754209,7.611111111111111,0,3707.8966,39.151799999217474,2161,108.0229999997755,1569,9.89400000025853,2161,141.19860000096196,1634
0_low_blowup,nonogram,nonogram_66,1.041427660930529,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,6.6314314,0.509402,3166,2641,0,4831027,2641,178.1643316925407,9.628928436198409,0,,39.151799999217474,2161,108.0229999997755,1569,9.89400000025853,2161,141.19860000096196,1634
0_low_blowup,nonogram,nonogram_7,1.0485865724381624,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.2016411,0.294114,15,10,0,1484,10,3.3,2,0,89.9632,46.27660000051037,1569,102.65620000063791,1132,12.294999999312495,1569,135.51039999924797,1187
0_low_blowup,nonogram,nonogram_7,1.0485865724381624,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.2083637,0.262151,15,10,0,1486,10,3.3,2,0,92.2372,46.27660000051037,1569,102.65620000063791,1132,12.294999999312495,1569,135.51039999924797,1187
0_low_blowup,nonogram,nonogram_7,1.0485865724381624,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,0.1045917,0.428771,199,107,0,157702,107,41.074766355140184,4.850467289719626,0,,46.27660000051037,1569,102.65620000063791,1132,12.294999999312495,1569,135.51039999924797,1187
0_low_blowup,nonogram,nonogram_78,1.0443458980044347,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,3.9556163,0.281971,502,401,0,24229,401,40.89775561097257,10.476309226932669,0,1627.6953,34.09579999924972,1864,95.17000000050757,1353,8.522300000322502,1864,94.93379999935314,1413
0_low_blowup,nonogram,nonogram_78,1.0443458980044347,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,3.8837475,0.297118,502,401,0,24259,401,40.89775561097257,10.476309226932669,0,1604.0929,34.09579999924972,1864,95.17000000050757,1353,8.522300000322502,1864,94.93379999935314,1413
0_low_blowup,nonogram,nonogram_78,1.0443458980044347,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,5.192986,0.456876,3367,2366,0,3044089,2366,118.0257819103973,16.96618765849535,0,,34.09579999924972,1864,95.17000000050757,1353,8.522300000322502,1864,94.93379999935314,1413
0_low_blowup,nonogram,nonogram_83,1.043956043956044,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.0117963,0.288036,6,1,0,946,1,2,2,0,73.2621,34.885699999676945,1880,83.80849999957718,1365,8.500599999933911,1880,121.9359000001532,1425
0_low_blowup,nonogram,nonogram_83,1.043956043956044,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.0122166,0.277943,6,1,0,946,1,2,2,0,76.1727,34.885699999676945,1880,83.80849999957718,1365,8.500599999933911,1880,121.9359000001532,1425
0_low_blowup,nonogram,nonogram_83,1.043956043956044,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,13.7618033,0.466471,5530,4226,0,6437597,4226,50.148367250354944,7.491244675816374,0,,34.885699999676945,1880,83.80849999957718,1365,8.500599999933911,1880,121.9359000001532,1425
0_low_blowup,nonogram,nonogram_9,1.0427046263345197,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.1520316,0.324301,15,4,0,1051,4,1,1,0,80.15,40.96489999960795,1940,115.34170000004451,1405,10.079399998858207,1940,142.2927000000982,1465
0_low_blowup,nonogram,nonogram_9,1.0427046263345197,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.152984,0.287881,15,4,0,1051,4,1,1,0,84.5384,40.96489999960795,1940,115.34170000004451,1405,10.079399998858207,1940,142.2927000000982,1465
0_low_blowup,nonogram,nonogram_9,1.0427046263345197,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,0.279115,0.46817,308,214,0,372488,214,52.45794392523364,5.261682242990654,0,,40.96489999960795,1940,115.34170000004451,1405,10.079399998858207,1940,142.2927000000982,1465
0_low_blowup,nonogram,nonogram_90,1.038370720188902,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.0076425,0.275866,3,0,0,963,0,0,0,0,81.4188,41.09929999935957,2303,118.14360000084889,1694,10.357199999589284,2303,155.1826999984769,1759
0_low_blowup,nonogram,nonogram_90,1.038370720188902,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,0.0090528,0.321974,3,0,0,963,0,0,0,0,79.4664,41.09929999935957,2303,118.14360000084889,1694,10.357199999589284,2303,155.1826999984769,1759
0_low_blowup,nonogram,nonogram_90,1.038370720188902,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,0.6770892,0.510821,872,503,0,820535,503,49.54671968190855,6.570576540755467,0,,41.09929999935957,2303,118.14360000084889,1694,10.357199999589284,2303,155.1826999984769,1759
0_low_blowup,nonogram,nonogram_93,1.0506072874493928,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,8.9e-06,0.260182,0,0,0,608,0,0,0,0,32.3094,26.589499999545296,1374,57.94090000063079,988,6.38740000067628,1374,77.67670000021099,1038
0_low_blowup,nonogram,nonogram_93,1.0506072874493928,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,6.9e-06,0.266418,0,0,0,608,0,0,0,0,32.7159,26.589499999545296,1374,57.94090000063079,988,6.38740000067628,1374,77.67670000021099,1038
0_low_blowup,nonogram,nonogram_93,1.0506072874493928,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,0.0628463,0.414591,100,70,0,89859,70,37.614285714285714,4.771428571428571,0,,26.589499999545296,1374,57.94090000063079,988,6.38740000067628,1374,77.67670000021099,1038
0_low_blowup,nonogram,nonogram_99,1.045731707317073,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,7.402516,0.265708,499,400,0,27953,400,33.38,7.015,0,3293.9308,33.26589999892349,1838,84.75459999954182,1312,8.224300000165385,1838,90.63730000070791,1372
0_low_blowup,nonogram,nonogram_99,1.045731707317073,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,6.9082217,0.267812,499,400,0,27957,400,33.38,7.015,0,3082.2515,33.26589999892349,1838,84.75459999954182,1312,8.224300000165385,1838,90.63730000070791,1372
0_low_blowup,nonogram,nonogram_99,1.045731707317073,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,3.3055065,0.491135,2571,1584,0,2064539,1584,108.11742424242425,10.752525252525253,0,,33.26589999892349,1838,84.75459999954182,1312,8.224300000165385,1838,90.63730000070791,1372
0_low_blowup,polyominoes,polyominoes_19,0.7497546614327772,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,172.5012865,13.6886,179,174,0,4329,174,5.896551724137931,5.885057471264368,0,110191.7744,473.00739999627694,8334,76999.66740002856,1019,1945.5151000875048,6066,63601.19399998803,764
0_low_blowup,polyominoes,polyominoes_19,0.7497546614327772,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,77.6615497,0.321064,179,174,0,4321,174,5.896551724137931,5.885057471264368,0,48689.7618,473.00739999627694,8334,76999.66740002856,1019,1945.5151000875048,6066,63601.19399998803,764
0_low_blowup,polyominoes,polyominoes_19,0.7497546614327772,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,SATISFIED,0,37.0096436,0.580727,715,679,0,1396874,679,14732.447717231222,6.238586156111929,0,,473.00739999627694,8334,76999.66740002856,1019,1945.5151000875048,6066,63601.19399998803,764
0_low_blowup,polyominoes,polyominoes_21,0.776,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,2.5564558,0.349529,6,2,0,127,2,4,4,0,1494.5684,399.2812998476438,7323,59362.41569998674,875,1287.2954999911599,4879,46420.736700005364,679
0_low_blowup,polyominoes,polyominoes_21,0.776,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,1.9906448,0.30809,6,2,0,127,2,4,4,0,1112.6335,399.2812998476438,7323,59362.41569998674,875,1287.2954999911599,4879,46420.736700005364,679
0_low_blowup,polyominoes,polyominoes_21,0.776,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,TIMEOUT,,,0.625127,,,,,,,,,,399.2812998476438,7323,59362.41569998674,875,1287.2954999911599,4879,46420.736700005364,679
0_low_blowup,polyominoes,polyominoes_24,0.6696165191740413,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,98.7175281,0.328455,61,54,0,1497,54,5.2407407407407405,5.2407407407407405,0,65350.0806,552.9181999154389,8918,79076.0432999814,1017,1438.7658000341617,6060,47884.38719988335,681
0_low_blowup,polyominoes,polyominoes_24,0.6696165191740413,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,59.8603552,0.323659,61,54,0,1502,54,5.2407407407407405,5.2407407407407405,0,39769.9784,552.9181999154389,8918,79076.0432999814,1017,1438.7658000341617,6060,47884.38719988335,681
0_low_blowup,polyominoes,polyominoes_24,0.6696165191740413,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,TIMEOUT,,,0.54444,,,,,,,,,,552.9181999154389,8918,79076.0432999814,1017,1438.7658000341617,6060,47884.38719988335,681
0_low_blowup,polyominoes,polyominoes_35,0.7359413202933985,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,49.2207797,0.346762,39,31,0,909,31,6.806451612903226,6.806451612903226,0,27559.0484,369.9698999407701,6385,48964.389199973084,818,956.3086999114603,4407,33387.87900010357,602
0_low_blowup,polyominoes,polyominoes_35,0.7359413202933985,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,32.8866533,0.336661,39,31,0,908,31,6.806451612903226,6.806451612903226,0,18317.7197,369.9698999407701,6385,48964.389199973084,818,956.3086999114603,4407,33387.87900010357,602
0_low_blowup,polyominoes,polyominoes_35,0.7359413202933985,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,TIMEOUT,,,0.588392,,,,,,,,,,369.9698999407701,6385,48964.389199973084,818,956.3086999114603,4407,33387.87900010357,602
0_low_blowup,polyominoes,polyominoes_36,0.7202247191011236,nfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,544.1583368,0.329872,431,423,0,12248,423,7.392434988179669,7.390070921985815,0,348065.0565,482.7686999924481,7778,77054.83820004156,890,1327.1250000689179,5319,43590.752899996005,641
0_low_blowup,polyominoes,polyominoes_36,0.7202247191011236,dfa,nl.tudelft.algorithmics.pumpkin-regular,SATISFIED,0,287.7294002,11.3129,431,423,0,12227,423,7.392434988179669,7.390070921985815,0,180417.6746,482.7686999924481,7778,77054.83820004156,890,1327.1250000689179,5319,43590.752899996005,641
0_low_blowup,polyominoes,polyominoes_36,0.7202247191011236,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,TIMEOUT,,,0.67584,,,,,,,,,,482.7686999924481,7778,77054.83820004156,890,1327.1250000689179,5319,43590.752899996005,641
0_low_blowup,polyominoes,polyominoes_37,0.7252502780867631,nfa,nl.tudelft.algorithmics.pumpkin-regular,TIMEOUT,0,599.5756062,0.312038,832,827,0,22856,827,5.477629987908101,5.401451027811366,0,360090.8518,314.71339997369796,6913,56832.63740007533,899,1280.2948000608012,5006,54773.37259991327,652
0_low_blowup,polyominoes,polyominoes_37,0.7252502780867631,dfa,nl.tudelft.algorithmics.pumpkin-regular,TIMEOUT,0,599.5678748,0.334813,1849,1844,0,51947,1844,5.355206073752711,5.186550976138829,0,345457.6262,314.71339997369796,6913,56832.63740007533,899,1280.2948000608012,5006,54773.37259991327,652
0_low_blowup,polyominoes,polyominoes_37,0.7252502780867631,decomposition,nl.tudelft.algorithmics.pumpkin-decomposition,TIMEOUT,,,0.569353,,,,,,,,,,314.71339997369796,6913,56832.63740007533,899,1280.2948000608012,5006,54773.37259991327,652
